id	paper	permanent_id	sample_type	latitude	longitude	continent	year_of_sampling_from	year_of_sampling_to	Biome	primers	MAT	MAP	pH	SOC	ITS_total	manipulated	abundances
3454	378	GF04010117S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1192666	0	45
3456	624	GF02001380S	soil	54.3333	-123.267	North America	2014	2014	forest	ITS86F/ITS4	3.6	670	5.2	29.3	221799	0	1
3458	378	GF04010119S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1129035	0	17
3459	378	GF04010306S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	276967	0	35
3461	696	GF01014198S	soil	35.9883	-79.0899	North America	2011	2011	forest	ITS1F/ITS4	15.3	1177	4.9	3.1	2538	0	3
3462	725	GF01012025S	root	48.71	7.32	Europe	2010	2010	forest	ITS1F/ITS2	9.3	740	4.7	18.1	4238	0	30
3463	704	GF01013472S	soil	46.5439	11.4711	Europe	2014	2014	forest	ITS1F/ITS2	6.8	950	6	12.3	59368	0	20
3465	378	GF04010120S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	641270	0	9
3468	378	GF04010122S	topsoil	27.167	100.167	Asia	2015	2015	forest	gITS7ngs/ITS4ngsUni	0.8	1063	NA	NA	26814	0	5
3469	216	GF05011714S	topsoil	40.0342	115.461	Asia	2013	2013	forest	ITS5/ITS2	1.1	630	6.7	12.7	74976	0	42
3470	216	GF05011786S	topsoil	33.5594	111.708	Asia	2014	2014	forest	ITS5/ITS2	13	705	6.6	6.2	76753	0	23
3471	835	GF01001062S	soil	-12.9326	135.202	Australia	2013	2013	woodland	ITS1F/ITS4	26.7	1100	6.3	1.5	284795	0	32
3474	378	GF04010125S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1135225	0	2
3475	378	GF04010124S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	191578	0	6
3476	378	GF04010127S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	432681	0	1
3477	378	GF04010123S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1344593	0	3
3478	378	GF04012062S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	237240	0	20
3480	378	GF04010613S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1044973	0	1
3482	378	GF04010556S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	531439	0	60
3483	378	GF04011157S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1038080	0	3
3484	378	GF04012249S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	905066	0	3
3485	378	GF04012585S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	374106	0	9
3486	378	GF04013086S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	313619	0	11
3487	378	GF04010235S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	817663	0	2
3488	378	GF04013337S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	68935	0	2
3491	378	GF04010129S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	877918	0	101
3494	378	GF04010131S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	553984	0	18
3497	665	GF01018255S	soil	10.9185	-85.6133	North America	2013	2013	forest	ITS1F/ITS2	25.2	1716	5.8	7.5	92108	0	9
3499	50	GF05025978S	soil	47.22	7.82	Europe	2012	2012	forest	ITS3/ITS4	10	1132	5.4	24.7	42744	0	59
3501	50	GF05025825S	soil	47.22	7.82	Europe	2015	2015	forest	ITS3/ITS4	10	1132	5.4	24.7	40722	0	44
3502	50	GF05026090S	soil	47.22	7.82	Europe	2012	2012	forest	ITS3/ITS4	10	1132	5.4	24.7	42068	0	253
3503	50	GF05026004S	soil	47.22	7.82	Europe	2012	2012	forest	ITS3/ITS4	10	1132	5.4	24.7	29039	0	13
3507	378	GF04012340S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	415928	0	486
3512	835	GF01001069S	soil	-43.1029	146.747	Australia	2015	2015	forest	ITS1F/ITS4	10.7	1275	4.8	11.8	137200	0	403
3513	378	GF04010134S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	556116	0	10
3515	378	GF04010136S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	946116	0	79930
3516	378	GF04010137S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	125979	0	66
3518	835	GF01001070S	soil	-32.6201	116.07	Australia	2016	2016	forest	ITS1F/ITS4	16.2	1306	5.9	8.4	84993	0	5
3535	378	GF04010142S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	158272	0	18
3536	378	GF04010141S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	730971	0	179
3541	587	GF03001866S	root	50.903	4.963	Europe	2016	2016	forest	ITS1F/ITS2	10.4	749	6.1	1.8	81499	0	68
3542	587	GF03001869S	root	51.072	4.561	Europe	2016	2016	forest	ITS1F/ITS2	10.6	814	5.2	4.7	83297	0	99
3544	587	GF03001867S	root	50.869	4.114	Europe	2016	2016	forest	ITS1F/ITS2	10.5	798	5.5	6.1	288541	0	1244
3546	378	GF04012901S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	675345	0	3
3547	835	GF01001071S	soil	-35.5906	148.908	Australia	2013	2013	woodland	ITS1F/ITS4	10.9	710	5.8	9.7	68829	0	1
3549	529	GF03007335S	rhizosphere soil	38.0321	128.463	Asia	2018	2018	forest	ITS3/ITS4	8.1	1382	5.4	22.6	175187	0	4
3552	95	GF05022435S	soil	47.8302	-79.2632	North America	2017	2017	forest	fITS7/ITS4	2.8	805	4.9	29.2	34600	0	48
3559	835	GF01001072S	soil	-42.5705	146.771	Australia	2014	2014	grassland	ITS1F/ITS4	12.1	530	5.6	5.5	312154	0	6
3561	378	GF04010144S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1444260	0	6
3563	106	GF05021421S	soil	37.0288	127.392	Asia	2019	2019	forest	5.8S_Fun/ITS4_Fun	11.3	1589	5.8	11.5	99741	0	616
3564	378	GF04010145S	topsoil	21.61	101.57	Asia	2016	2016	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	921507	0	62
3575	378	GF04010049S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	441006	0	3
3579	536	GF03006843S	soil	46.7337	9.85182	Europe	2015	2015	forest	ITS3_KYO2/ITS4_KYO3	0.8	1044	5.1	24.9	18461	0	6
3581	843	GF01000295S	soil	42.4751	-73.3379	North America	2013	2013	forest	fITS7/ITS4	7.4	1362	4.4	48.5	68697	0	2
3583	378	GF04009178S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	316701	0	1
3584	378	GF04009179S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	990866	0	65
3591	378	GF04010152S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	913772	0	3
3600	378	GF04010156S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	689155	0	90
3602	378	GF04010157S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	1257420	0	2
3605	378	GF04010159S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1105260	0	55
3606	378	GF04010161S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1511790	0	6
3607	378	GF04010160S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	712137	0	2
3608	378	GF04010163S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1133232	0	2235
3609	378	GF04010165S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1605608	0	67
3610	378	GF04010170S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1459798	0	31
3611	378	GF04010171S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1107439	0	426
3612	378	GF04010166S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	812316	0	33
3613	378	GF04010173S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1123175	0	64
3614	378	GF04010169S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1339393	0	35
3615	378	GF04010162S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1449131	0	28
3616	378	GF04010167S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	500154	0	15
3617	378	GF04010168S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1165448	0	3
3618	378	GF04010164S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1226048	0	46
3622	378	GF04010176S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	660474	0	113
3623	378	GF04010177S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	174768	0	5
3624	505	GF03008811S	soil	-30.2589	115.107	Australia	2012	2012	shrubland	ITS1F/ITS2	19.9	581	7.1	2.7	68412	0	1
3628	417	GF04005079S	soil	26.1667	117.467	Asia	2018	2018	forest	ITS5/ITS2	20.2	1577	5.5	7	67000	0	26
3639	835	GF01001440S	soil	-35.102	138.65	Australia	2014	2014	woodland	ITS1F/ITS4	14.7	758	5.7	3.7	166216	0	105
3640	383	GF04008420S	soil	35.9168	138.802	Asia	2014	2014	forest	fITS7/ITS4	6.8	1285	4.8	24.1	55866	0	68
3641	422	GF04004747S	soil	29.5942	102.044	Asia	2014	2014	forest	ITS3_KYO2/ITS4	9.9	647	6.5	21.3	22403	0	22
3644	106	GF05021388S	soil	37.4685	128.602	Asia	2020	2020	forest	5.8S_Fun/ITS4_Fun	9.7	1188	5.7	21.8	47358	0	10
3647	371	GF04017761S	soil	35.0382	-83.4594	North America	2013	2013	forest	ITS1F/ITS4	10.2	1873	4.9	24.6	79465	0	359
3648	378	GF04009345S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1134204	0	51
3649	378	GF04009332S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	912352	0	16
3657	378	GF04010182S	topsoil	21.61	101.57	Asia	2016	2016	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	151642	0	6
3658	378	GF04010184S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1003534	0	348
3659	378	GF04010183S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	421313	0	2
3662	378	GF04013175S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	446898	0	67
3668	312	GF04015184S	soil	58.3701	26.5561	Europe	2015	2015	forest	ITS9MUNngs/ITS4ngsUni	5.7	619	6.6	14	1799	0	1
3679	835	GF01000882S	soil	-35.0973	138.671	Australia	2014	2014	woodland	ITS1F/ITS4	14.6	773	5.9	3.1	171359	0	1003
3680	278	GF05004975S	soil	28.23	113.18	Asia	2016	2016	forest	ITS1F/ITS2	18.3	1444	6.3	12.4	40871	0	3
3688	378	GF04010193S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	335788	0	1
3690	378	GF04010189S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	1459222	0	493
3691	378	GF04010190S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	374635	0	17
3692	378	GF04010188S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	365356	0	2
3706	494	GF03009297S	soil	50.9454	122.086	Asia	2017	2017	forest	ITS3/ITS4	-2.7	394	6.1	14.2	30943	0	4
3709	378	GF04010200S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	582605	0	109
3710	378	GF04010201S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	539293	0	28
3711	378	GF04011445S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	776568	0	54
3716	378	GF04010202S	topsoil	21.61	101.57	Asia	2016	2016	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	1009635	0	1
3720	378	GF04010203S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1875054	0	7
3721	51	GF05025167S	soil	-28.6059	29.7257	Africa	2017	2018	grassland	ITS1F/ITS4	17.5	839	6.2	0	87023	0	1
3722	378	GF04010204S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1033298	0	316
3723	378	GF04010205S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	445212	0	150
3724	378	GF04010206S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	1405391	0	19118
3725	378	GF04011826S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	490209	0	211
3727	378	GF04010208S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	77800	0	2
3745	378	GF04010210S	topsoil	24.533	101.016	Asia	2015	2015	forest	gITS7ngs/ITS4ngsUni	13	1546	5.4	10.6	37715	0	3
3752	652	GF01019459S	soil	41.85	124.9	Asia	2013	2013	forest	ITS3/ITS4	4.7	773	5.5	19	53336	0	3
3753	624	GF02001382S	soil	54.3333	-123.267	North America	2014	2014	forest	ITS86F/ITS4	3.6	670	5.2	29.3	295196	0	1
3759	95	GF05022279S	soil	48.1925	-78.9162	North America	2017	2017	forest	fITS7/ITS4	2.4	908	5	26.7	46937	0	104
3769	50	GF05025797S	soil	47.74	8.51	Europe	2014	2014	cropland	ITS3/ITS4	9.1	1141	5.7	11.5	36688	0	72
3770	50	GF05025787S	soil	47.74	8.51	Europe	2015	2015	cropland	ITS3/ITS4	9.1	1141	5.7	11.5	37004	0	1
3774	843	GF01000341S	soil	42.4094	-71.3318	North America	2013	2013	forest	fITS7/ITS4	10.1	1279	5	32.1	184879	0	19
3775	378	GF04010702S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	850049	0	73841
3776	378	GF04010216S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	914934	0	8017
3778	378	GF04009185S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	298549	0	17
3780	266	GF05006002S	soil	51.6941	9.52825	Europe	2017	2017	forest	ITS3_KYO2/ITS4	8.3	953	4.9	19.5	55142	0	422
3785	408	GF04005619S	litter	56.85	59.827	Asia	2017	2017	forest	fITS7/ITS4	1.7	519	5	22.2	47087	0	12
3789	835	GF01001432S	soil	-42.8074	147.439	Australia	2014	2014	grassland	ITS1F/ITS4	12.8	456	6.1	2.5	121161	0	1
3791	378	GF04010222S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	551561	0	1
3792	307	GF05002210S	soil	58.9523	17.6164	Europe	2015	2015	grassland	fITS7/ITS4	6.8	519	5.3	14.4	265157	0	64
3793	378	GF04009186S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	932635	0	3
3795	294	GF05003591S	soil	-22.7866	-48.4106	South America	2018	2018	cropland	5.8S_Fun/ITS4_Fun	21.6	1530	5.3	0.3	365322	0	133
3796	378	GF04012222S	topsoil	27.12	100.17	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	833100	0	16
3800	378	GF04010224S	topsoil	27.12	100.17	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	1.2	1179	NA	NA	943983	0	46
3803	683	GF01016330S	soil	31.11	-95.15	North America	2012	2012	forest	ITS3/ITS4	19.6	1208	5.1	3.3	27433	0	1
3804	683	GF01016333S	soil	31.11	-95.15	North America	2012	2012	forest	ITS3/ITS4	19.6	1208	5.1	3.3	3750	0	1
3805	683	GF01016332S	soil	31.11	-95.15	North America	2012	2012	forest	ITS3/ITS4	19.6	1208	5.1	3.3	12546	0	1
3806	683	GF01016331S	soil	31.11	-95.15	North America	2012	2012	forest	ITS3/ITS4	19.6	1208	5.1	3.3	39125	0	117
3807	683	GF01016335S	soil	31.11	-95.15	North America	2012	2012	forest	ITS3/ITS4	19.6	1208	5.1	3.3	26237	0	1
3808	683	GF01016334S	soil	31.11	-95.15	North America	2012	2012	forest	ITS3/ITS4	19.6	1208	5.1	3.3	5798	0	403
3810	378	GF04010227S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1255922	0	154
3813	835	GF01000781S	soil	-35.103	138.684	Australia	2014	2014	woodland	ITS1F/ITS4	14.4	867	5.7	3.2	149380	0	1753
3816	528	GF03007378S	rhizosphere soil	36.9521	-3.33313	Europe	2014	2014	shrubland	ITS86F/ITS4	8.8	553	6.7	8.3	237488	0	1
3817	378	GF04010228S	topsoil	24.53	101.02	Asia	2014	2014	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1037613	0	3
3825	529	GF03007294S	rhizosphere soil	38.0321	128.463	Asia	2018	2018	forest	ITS3/ITS4	8.1	1382	5.4	22.6	105328	0	2
3830	706	GF01013286S	root	18.58	-95.08	North America	2014	2014	forest	ITS1F/ITS2	23.7	3155	5.9	5.2	5787	0	9
3832	378	GF04011433S	topsoil	24.53	101.02	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	12.9	1557	5.4	11.3	1251808	0	1
3833	378	GF04010229S	topsoil	27.167	100.167	Asia	2015	2015	forest	gITS7ngs/ITS4ngsUni	0.8	1063	NA	NA	60845	0	2
3836	15	GF05029107S	root	29.08	117.9	Asia	2014	2014	forest	ITS1F/ITS4 then fITS7/ITS4	18.1	1859	5.3	4.7	33237	0	1
